6920783881108264246	322252.216098583827261	5157974.123989734798670	976.153982300884991	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0434.JPG
5124603667672920542	322220.451558925269637	5157947.275649002753198	977.833992094861628	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0435.JPG
16542922458218444336	322123.144255106570199	5157905.926312045194209	977.862337662337609	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0440.JPG
6680077355728806926	322078.496826584101655	5157886.954256595112383	977.875346260387801	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0441.JPG
15640587492651268412	322060.179931090970058	5157879.171481472440064	977.880681818181870	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0442.JPG
7234405649191275315	322074.752195548266172	5157891.178063249215484	980.122676579925610	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0443.JPG
12326846909001818429	322103.731339150923304	5157908.968484494835138	978.499559471365615	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0444.JPG
1014998400761684745	322130.970578759326600	5157922.896773905493319	979.802325581395394	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0445.JPG
7647572716433920348	322157.373652720649261	5157940.626427596434951	977.046296296296305	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0446.JPG
13054478449965277442	322181.275806898367591	5157958.447530347853899	979.937007874015762	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0447.JPG
6204439402159737171	322206.412820697296411	5157973.677939487621188	979.515981735159812	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0448.JPG
1798006963342315910	322232.239290009951219	5157988.877056806348264	978.908018867924511	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0449.JPG
6421167118571510062	322274.660389280412346	5157941.689667200669646	979.086000000000013	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0464.JPG
13602245994291983686	322240.845939753518905	5157922.276838093064725	978.111999999999966	-9999.000000000000000	-9999.000000000000000	-9999.000000000000000	E:/PIE-UAV/昆明BD联勤保障培训与展示会/模拟实时写入影像程序/python/copy_output_images/IMG_0465.JPG
